videoID,categoryID,channelID,title,viewCount,likeCount,commentCount,uploadDate,duration,tags,thumbnailURL
EJYRfvF0EPA,2,UCFUpTxU3nlGed-suY-FjjxA,'가성비' GV70 VS '고성능' X3 어떤 차가 더 좋을까요? 그냥 차원이 다릅니다...,77293,673,398,2025-03-12T23:00:18Z,1484,"['우파푸른하늘', '한승훈', '자동차', '시승기', '국산차', '수입차', '자동차유튜버', '신차소개']",https://i.ytimg.com/vi/EJYRfvF0EPA/hqdefault.jpg
ulDwZB8aijc,2,UCd5CdYxogKBwvv1xyuxhvZA,신형 운전면허증 출시! 모바일 주민등록증까지?,131795,2279,223,2025-03-17T23:00:45Z,1031,"['김한용', 'mocar', '모카', '시승기', '자동차', '국산차', '수입차', '현대차']",https://i.ytimg.com/vi/ulDwZB8aijc/hqdefault.jpg
R7ZNWD_Dl-4,2,UCCbLQtdzoIJB-Ah6_oWFsoA,[최초공개] 개우디라 무시하던 제네시스 차주 피눈물?! 아우디 'A6 풀체인지' 공개되니 벤츠 BMW까지 난리났다.. 하이브리드 엔진에 최첨단 인테리어까지,203703,1193,569,2025-03-05T11:10:10Z,353,"['자동차', 'car', '아우디', '아우디 A6', '5시리즈', 'E클래스', '제네시스', 'G80', 'A5 풀체인지', 'A6', 'A6 풀체인지', '벤츠', 'BMW', '하이브리드']",https://i.ytimg.com/vi/R7ZNWD_Dl-4/hqdefault.jpg
vMR9I2r9eNo,2,UC_miMkmUUFZpniRbhPkKUEg,"체감 온도 영하 40도, 트럭 시동이 꺼지면 얼어 죽는 북미 트럭커",85829,2079,76,2025-03-05T23:00:47Z,681,"['북미트럭커', '폭설', '눈폭풍', '캐나다 트럭커']",https://i.ytimg.com/vi/vMR9I2r9eNo/hqdefault.jpg
y8ueEZzleuo,2,UCLLOJHEBL_roK1XK7GGZLwg,현대 간절해? 아반떼 가격 2600만원 7인승 올뉴 스타게이저X 아빠들 무조건 계약,85556,675,0,2025-03-14T12:01:01Z,601,"['채수만', '에스모티브', 'S모티브', '자동차리뷰', '차리뷰', '채작가', '에스모티브채작가', '에스모티브김피디', '토레스 EVX', 'KGMOBILITY', '신형suv', '쌍용자동차', '쌍용전기차', 'EVX', '토레스전기차', 'kg모빌리티', '모빌리티쇼', '킨텍스', '자동차', '모터쇼', '신차', '토레스', '전기자동차', '최초공개', '렉스턴', '렉스턴스포츠', '렉스턴스포츠칸', '토레스evx', '천안동남대리점', '더뉴티볼리', '아레나', '쿨맨', '토레스밴', '토레스픽업', '바이퓨얼', '토레스lpg', '렉스턴아레나', '써밋', '렉스턴써밋', '체어맨', '쌍용써밋', '더뉴토레스', 'TORRES', '액티언', '신형액티언', '쌍용액티언', '쌍용차', 'SANTAFE', '현대자동차', '현대자동차싼타페', '현대싼타페', '쿠스토', '현대밴', '무파사', '스타게이저', '스타게이저x']",https://i.ytimg.com/vi/y8ueEZzleuo/hqdefault.jpg
IXB4xvo-Y4U,2,UC-QNLjGvjEdwqtl3VtcuqgQ,르노 신차! 세닉 올해 나온다! 그랑 콜레오스 인기 뛰어넘을까? #renault #scenic #etech #오로라2 #시닉,104656,1119,282,2025-03-13T22:30:03Z,736,"['신차정보', '연못구름', 'XM3', '국산차', '현대차', '르노삼성', '소형SUV', '소형 하이브리드', 'renault xm3', 'renault arkana', 'captur', 'qm6', '니로 하이브리드', 'xm3 연비', '신차정보 연못구름', '르노삼성 qm6', 'qm6 lpe', 'XM3 하이브리드', 'QM6 후속', 'QM6 풀체인지', 'Koleos', 'qm6 lpg', 'qm6 가솔린', '오스트랄', '꼴레오스', '카자르', 'QM6 미니밴', '현대 쿠스토', '미니 카니발', 'AUSTRAL', '연못구름 QM6', '수입차', 'renault austral', 'austral 7seater', 'hyundai nexo', 'hydrogen vehicle', 'hydrogen fueled car', '르노 전기차', '르노 수소전기차', '넥쏘', 'renault scenic e-tech', '르노세닉', '르노시닉', '르노신차', '르노소수전기차', '25년신차', '그랑 콜레오스', '하이브리드']",https://i.ytimg.com/vi/IXB4xvo-Y4U/hqdefault.jpg
8KOyHuUxzcY,2,UCx1OIJyENR699uuRFTzW8Kw,절대 후회없는 알리 차량용품! 이건 꼭 사세요,111494,2354,180,2025-03-13T11:31:00Z,628,"['알리발', '알리익스프레스', '가성비제품', '알리추천', '차량용품', '해외구매', '테무']",https://i.ytimg.com/vi/8KOyHuUxzcY/hqdefault.jpg
7xTCppSJMlI,2,UCd5CdYxogKBwvv1xyuxhvZA,전기세단 볼보 ES90 최초 공개! 실물이 더 충격적!,204916,2483,406,2025-03-05T10:10:00Z,1309,"['김한용', 'mocar', '모카', '시승기', '자동차', '국산차', '수입차', '현대차']",https://i.ytimg.com/vi/7xTCppSJMlI/hqdefault.jpg
PbQw52ZvM20,2,UCd5CdYxogKBwvv1xyuxhvZA,아이오닉9이 최고다! 500km 시승기...국내 최대 배터리의 위엄!,267694,3113,456,2025-03-05T23:11:37Z,1630,"['김한용', 'mocar', '모카', '시승기', '자동차', '국산차', '수입차', '현대차']",https://i.ytimg.com/vi/PbQw52ZvM20/hqdefault.jpg
-ZZt_hVvdok,2,UCT29dZNPg6exiMyMrVLL0fg,"신형 GV70 전기차 리뷰.. 배터리 늘렸 // 부분변경, JK1, EV, PE, 페리, 제네시스, GENESIS, 일렉트리파이드",91217,1762,289,2025-03-12T22:00:00Z,1103,"['장진택', '자동차', '영상', '미디어오토', 'mediaAUTO', '개그', '코미디', '진지', '엄숙', 'CAR', 'KOREA', '한국', '서울', '현대자동차', '기아자동차', '시승', '리뷰', '테스트', '시승기', '실험', '실험실', '띠리릭띠리릭', '음성변조', '편집', '기부', '사회공헌', '안전운전', '양보운전', '자동차문화', '유튜버', '기자', '저널', '저널리즘']",https://i.ytimg.com/vi/-ZZt_hVvdok/hqdefault.jpg
Ho5AokcKVwo,2,UCKR3cXHN4kCRbD9Eaa-ROpQ,역대급 예쁜 6억 람보르기니 신형! 🔥테메라리오🔥출시하자마자 타고 왔습니다,71179,940,133,2025-03-15T04:11:00Z,879,"['람보르기니', '테메라리오', '우라칸', 'raborgini', 'ramborghini', '페라리', '포르쉐', '포람페', '스포츠카', '슈퍼카']",https://i.ytimg.com/vi/Ho5AokcKVwo/hqdefault.jpg
v4AUr9pB190,2,UCvJnb0ty7RpquJKouRBeEzQ,"자동세차, 스크래치 생긴다 VS 안생긴다. 이번엔 제대로 실험했습니다",759419,11265,2874,2025-03-07T11:10:01Z,544,"['자동차', '픽플러스', '중고차수출', '자동차실험', 'CAR']",https://i.ytimg.com/vi/v4AUr9pB190/hqdefault.jpg
kYE_LWASbg4,2,UCoVxAzKfooSnQ-ESwFOzAlw,[안녕첫차] 안녕첫차를 사칭하면 생기는 일,109084,2503,390,2025-03-18T08:00:40Z,729,[],https://i.ytimg.com/vi/kYE_LWASbg4/hqdefault.jpg
oKXDUIotbtc,2,UCFL1sCAksD6_7JIZwwHcwjQ,"[하이라이트] 강변북로, 시속 150km 질주하는 폭주족과 충돌💥 공포를 느낀 블박차, 그날의 상황은? | 한블리 (한문철의 블랙박스 리뷰) | JTBC 250304 방송",209533,1007,419,2025-03-05T06:38:26Z,1011,"['한문철', '블랙박스', '블랙박스리뷰', '예원', '범진', '박미선', '이수근', '규현', '한보름', '수빈', '조나단', '한블리', '한문철의블랙박스리뷰', '블랙박스하이라이트', '한블리블랙박스', '한블리블박영상', '한블리블박하이라이트', '블박영상', '강변북로', '폭주족', '충돌', '한강', '과속운전', '레이싱', '분노', '싸움꾼', '한블리118회', '한문철의블랙박스', '한문철의블랙박스리뷰118회', 'JTBC예능', 'JTBC화요예능', '한블리하이라이트']",https://i.ytimg.com/vi/oKXDUIotbtc/hqdefault.jpg
_MizMU9zi4M,2,UCFL1sCAksD6_7JIZwwHcwjQ,"[하이라이트] 🔥맞짱(?) 한 번 뜨자🔥 고속도로 위 아찔한 스파링 사건, 누가 더 잘못했을까? | 한블리 (한문철의 블랙박스 리뷰) | JTBC 250225 방송",662390,2784,4495,2025-02-25T13:40:07Z,1804,"['한문철', '블랙박스', '블랙박스리뷰', '민영', '김승수', '박미선', '이수근', '규현', '한보름', '수빈', '조나단', '한블리', '한문철의블랙박스리뷰', '블랙박스하이라이트', '한블리블랙박스', '한블리블박영상', '한블리블박하이라이트', '블박영상', '칼치기', '고속도뢰', '하이빔', '1차선', '싸움', '다툼', '입장', '블박공방전', '도발', '가족', '한블리117회', '한문철의블랙박스', '한문철의블랙박스리뷰117회', 'JTBC예능', 'JTBC화요예능']",https://i.ytimg.com/vi/_MizMU9zi4M/hqdefault.jpg
uaDD8YiF9KI,2,UC28KIazhcYzHC4JvHRfMZjg,사회초년생들이 첫 차로 가장 많이 보는 차,107627,1183,153,2025-03-06T10:13:00Z,932,"['중고차', '부싼카', '중고차파괴자']",https://i.ytimg.com/vi/uaDD8YiF9KI/hqdefault.jpg
lCYMTuPbwuM,2,UCgaXaBNLBbKcCkcmYuRhqCg,[금타강사 7강] 봄맞이 차량 점검 필수 체크리스트!,141058,973,0,2025-03-07T06:00:35Z,469,"['금호타이어', 'KUMHOTIRE', '엑스타TV', '봄']",https://i.ytimg.com/vi/lCYMTuPbwuM/hqdefault.jpg
Rs8mH31eyPI,2,UCCbLQtdzoIJB-Ah6_oWFsoA,[최초공개] 결국 BMW가 정신차렸다.. 신형 X5 풀체인지 등장에 제네시스부터 벤츠 차주까지 단체 피눈물 흘리는 이유,86535,495,237,2025-03-13T11:15:04Z,335,"['자동차', 'car', 'BMW', '제네시스', 'EV', 'bmw 5시리즈', 'bmw x5', 'bmw x6', 'x5 시승기', '하이브리드', 'SUV', '아우디', 'gle', 'gv80']",https://i.ytimg.com/vi/Rs8mH31eyPI/hqdefault.jpg
VhiCTFHhZt0,2,UCMTZqwCdw9Nynw9BkCgfeRQ,"SUV 10대, 시속 100km에서 긴급회피 테스트를 해봤습니다.",356815,6035,3136,2025-03-08T23:00:34Z,2876,"['벤츠', '아우디', 'bmw', '현대', '수입차', '리뷰', '시승기', '기아', '테슬라', 'AUDI', '제네시스', '중고차', '자동차시승기', '자동차리뷰', '전기차']",https://i.ytimg.com/vi/VhiCTFHhZt0/hqdefault.jpg
E1wKuyz2EVo,2,UC9Amgn24YSvlyzKWynKZh-w,욕할 힘도 없다. 알아서 사세요 | 2025 현대 팰리세이드 2.5T 2WD 리뷰,286781,6223,1917,2025-03-06T05:00:09Z,1841,"['노보스', '노사장', '노보스인더스트리', '노사장리뷰', '노보스리뷰', '자동차리뷰', '자동차', '차리뷰', '노가리', '노사장노가리', '현대자동차', '기아자동차', 'bmw', '벤츠', '아우디', '전기차', '엔진오일', '노보스개러지', '노보스글라쯔', '노보스엔진오일', '노사장엔진오일', '자동차정비소', '차량정비', '자동차정비', '패밀리카', 'SUV', '팰리세이드']",https://i.ytimg.com/vi/E1wKuyz2EVo/hqdefault.jpg
zs9UDWEZ_EY,2,UCfcgDLazgMa1L92Kl3r9ZAA,이게 돈값 하는건가?... 2025 BMW X3 리뷰 / 오토뷰 로드테스트,105594,2184,493,2025-03-12T09:01:22Z,2111,"['Car Reivew', 'Roadtest', '오토뷰', '김기태PD', '오토뷰 시승기', '김기태', 'Autoview', 'Car test', '0-100km/h', '100-0km/h', 'Automobile Test', '자동차 성능', '제로백']",https://i.ytimg.com/vi/zs9UDWEZ_EY/hqdefault.jpg
RkEH6KqbsA4,2,UCrB2gactntZvJyKkO9UOFbw,비싼중고차...팔기 너무 무섭네요....,96567,859,245,2025-03-04T09:18:01Z,525,"['중고차', '중고차구매', '수원', '수원중고차', '중고차파괴자', '중파', '중카', '부싼카', '중고차의모든것', '란딴뚠', '정후추', '란딴뚠채원']",https://i.ytimg.com/vi/RkEH6KqbsA4/hqdefault.jpg
gSNeLDDGpM8,2,UCT29dZNPg6exiMyMrVLL0fg,"마칸EV 예비 오너, '드디어' 타봄...헉! 뒷좌석 뭐야! // 중국 CATL, NCM, 811, PPE, 전기차, 포르쉐, PORSCHE, MACAN, 4S, 일렉트릭,",133201,2257,597,2025-03-10T22:00:35Z,1348,"['장진택', '자동차', '영상', '미디어오토', 'mediaAUTO', '개그', '코미디', '진지', '엄숙', 'CAR', 'KOREA', '한국', '서울', '현대자동차', '기아자동차', '시승', '리뷰', '테스트', '시승기', '실험', '실험실', '띠리릭띠리릭', '음성변조', '편집', '기부', '사회공헌', '안전운전', '양보운전', '자동차문화', '유튜버', '기자', '저널', '저널리즘']",https://i.ytimg.com/vi/gSNeLDDGpM8/hqdefault.jpg
IFZZF6LAQE4,2,UCrOl7IuctoHW0iW-Gozj4EQ,KGM 무쏘EV 실내 최초공개!!! 타스만 계약 취소해야하나? 깡통 가격이 대박이다..,222203,2441,511,2025-03-05T13:37:12Z,1180,"['타스만', '무쏘ev', '렉스턴스포츠', '렉스턴스포츠칸', 'kgm무쏘ev', '테슬라', '전기차']",https://i.ytimg.com/vi/IFZZF6LAQE4/hqdefault.jpg
A89rtUYxOik,2,UCT29dZNPg6exiMyMrVLL0fg,"EV9 GT, 진짜 좋은데... // 509마력, 4.5초, 고성능, 전기차, 9천만원, 기아, KIA, 시승기",76832,1677,266,2025-03-11T22:00:08Z,1225,"['장진택', '자동차', '영상', '미디어오토', 'mediaAUTO', '개그', '코미디', '진지', '엄숙', 'CAR', 'KOREA', '한국', '서울', '현대자동차', '기아자동차', '시승', '리뷰', '테스트', '시승기', '실험', '실험실', '띠리릭띠리릭', '음성변조', '편집', '기부', '사회공헌', '안전운전', '양보운전', '자동차문화', '유튜버', '기자', '저널', '저널리즘']",https://i.ytimg.com/vi/A89rtUYxOik/hqdefault.jpg
YuXc1adiSNY,2,UC9Amgn24YSvlyzKWynKZh-w,"스포츠 세단의 정석, 더 이상의 적수가 없는 우주명차 | 2025 BMW M340i LCI 2 리뷰",100448,2143,489,2025-03-13T02:44:31Z,1258,"['노보스', '노사장', '노보스인더스트리', '노사장리뷰', '노보스리뷰', '자동차리뷰', '자동차', '차리뷰', '노가리', '노사장노가리', '현대자동차', '기아자동차', 'bmw', '벤츠', '아우디', '전기차', '엔진오일', '노보스개러지', '노보스글라쯔', '노보스엔진오일', '노사장엔진오일', '자동차정비소', '차량정비', '자동차정비', '340i', '3시리즈', '340i리뷰', '320i', '320d']",https://i.ytimg.com/vi/YuXc1adiSNY/hqdefault.jpg
RsDPaJbHEZM,2,UCrOl7IuctoHW0iW-Gozj4EQ,KGM 무쏘EV 깡통 찾았습니다! 이게 깡통이라고? 이러면 타스만 살 이유가 없는데..,38547,738,152,2025-03-18T10:00:37Z,1148,"['자동차', '시승기', '비피디', '픽업트럭', '렉스턴스포츠칸', '타스만']",https://i.ytimg.com/vi/RsDPaJbHEZM/hqdefault.jpg
ZUjUfmYGiME,2,UCLLOJHEBL_roK1XK7GGZLwg,현대야 인정해! 실구매가 2천미만 7인승 4륜 독일차급 하이브리드! 아빠들 문의쇄도,129090,945,0,2025-03-11T12:00:01Z,791,"['채수만', '에스모티브', 'S모티브', '자동차리뷰', '차리뷰', '채작가', '에스모티브채작가', '에스모티브김피디', '신형suv', '쌍용자동차', '쌍용전기차', '토레스전기차', 'kg모빌리티', '자동차', '신차', '토레스', '렉스턴', '렉스턴스포츠', '렉스턴스포츠칸', '더뉴티볼리', '아레나', '쿨맨', '토레스밴', '토레스픽업', '바이퓨얼', '토레스lpg', '토레스가스차', 'tv7', '렉스턴아레나', '써밋', '렉스턴써밋', '체어맨', '쌍용써밋', '더뉴토레스', 'TORRES', 'me10', '칼리스타', '이스타나', '로디우스', 'kgm승합차', '하이브리드밴', '쌍용하이브리드', 'kr10', '코란도', '쌍용코란도', 'kgm코란도', 'korando', '신형코란도', '코란도7인승', '코란도8인승', '코란도하이브리드', '코란도전기', '코란도가솔린', '코란도출시', '코란도출고', '코란도가격', '티고9', '체리자동차', '쌍용티고9']",https://i.ytimg.com/vi/ZUjUfmYGiME/hqdefault.jpg
eRDtLicZaRw,2,UCknfGXdai7ZaDhs3Frhtb6A,요즘 논란의 팰리세이드 실제로 어떤지 7명이서 타봤는데...경악,58002,0,240,2025-03-09T10:09:56Z,1367,"['재뻘', '카푸어', '신형 팰리세이드', 'palisade', '팰리세이드 하이브리드', '팰리세이드 유지비', '팰리세이드 연비', '카니발', '대형suv추천', '시승기', '카니발 팰리세이드']",https://i.ytimg.com/vi/eRDtLicZaRw/hqdefault.jpg
fQEzMFwuJ3k,2,UCd5CdYxogKBwvv1xyuxhvZA,파격 할인 하는 일본차?...혼다 어코드 하이브리드 시승기...주행감 반전!,57172,796,198,2025-03-12T23:00:40Z,1758,"['김한용', 'mocar', '모카', '시승기', '자동차', '국산차', '수입차', '현대차']",https://i.ytimg.com/vi/fQEzMFwuJ3k/hqdefault.jpg
ZnDZapP009s,2,UCFL1sCAksD6_7JIZwwHcwjQ,[한블리] 보닛 맛집(?) 블박차 위에 살림 차린 고양이 커플🐱 | 한블리 (한문철의 블랙박스 리뷰) 118회 | JTBC 250304 방송,112105,1720,248,2025-03-04T13:35:29Z,496,"['한문철', '블랙박스', '블랙박스리뷰', '예원', '범진', '이수근', '한보름', '수빈', '조나단', '한블리', '한문철의블랙박스리뷰', '고양이', '길냥이', '강아지', '반려견', '비둘기', '신호등', '횡단보도', '반려견목줄', '참교육', '블랙박스참교육', '운전매너', '자동차참교육', '블랙박스영상', '블박', '블박영상', '한문철영상', '한문철레전드', '제보', '블랙박스제보', '슈퍼주니어', '우주소녀', 'jtbc예능', 'Yewon', 'BUMJIN', 'Park Misun']",https://i.ytimg.com/vi/ZnDZapP009s/hqdefault.jpg
bSNevWIU1ww,2,UC8dHEtYqXI2AVDK4UW8qabQ,다가오는 주요 타임라인 (feat. XRP),45681,3711,106,2025-03-17T20:00:20Z,824,"['비트코인', '이더리움', '리플', '도지코인', '에이다', '라이트코인', '이더리움클래식', '베이비도지코인', '암호화폐', '성공투자', '스테이킹', '넥소', '업비트', '이자농사', '재테크', '타임레버리지', '리플투자', '리플코인', '리플전망', 'btc', 'eth', 'xrp', 'ada', 'doge', 'ltc', 'etc', 'swift', 'swift2.0', 'iso20022', 'iso', 'ripple', 'bitcoin', 'staking', 'wealth', 'mindset', 'mind', 'positive', 'odl', 'BTC', 'ETH', 'XRP', 'ADA', 'DOGE', 'LTC', 'ETC', 'SWIFT', 'SWIFT2.0', '성투', 'nexo', '거래소', '송금', 'ISO20022', 'BIS', 'IMF', 'WB', 'ADB', 'FEDNOW', 'RTGS', '복리', '부자', '코인', '코인유튜브', '코인러', '코인투자', '크립토', 'Crypto', 'cryptocurrency', 'xrpl', 'web3', 'metaverse', '메타버스', '디지털', 'digital', '4차산업혁명', '투자', '투자컨설팅', '코인투자상담', '재테크상담', '부의반열', '독서', '희망', '긍정', '확언']",https://i.ytimg.com/vi/bSNevWIU1ww/hqdefault.jpg
b5hmXMLRIQc,2,UC9Amgn24YSvlyzKWynKZh-w,[EP.90] 수리비 400만 원의 행복! 극강의 중고 가성비 제네시스의 모든 것,71875,1453,138,2025-03-12T05:48:56Z,536,"['노보스', '노사장', '노보스인더스트리', '노사장리뷰', '노보스리뷰', '자동차리뷰', '자동차', '차리뷰', '노가리', '노사장노가리', '현대자동차', '기아자동차', 'bmw', '벤츠', '아우디', '전기차', '엔진오일', '노보스개러지', '노보스글라쯔', '노보스엔진오일', '노사장엔진오일', '자동차정비소', '차량정비', '자동차정비', '중고차', '중고차수리', '제네시스', 'EQ900', 'G80', 'G90', '가성비차', '가성비']",https://i.ytimg.com/vi/b5hmXMLRIQc/hqdefault.jpg
euxvusQzLG0,2,UChJSgqoLLc-ecaGy_K69z_A,당장 환불해주세요,53882,804,205,2025-03-18T08:45:02Z,576,"['중고차', '빡차', '자동차', '벤츠', 'S63']",https://i.ytimg.com/vi/euxvusQzLG0/hqdefault.jpg
vhHS7Jt7frU,2,UCMTZqwCdw9Nynw9BkCgfeRQ,겨우 찾았다! 아빠들 미치게하는 완벽한 차,145841,1200,281,2025-03-10T23:00:49Z,1171,"['벤츠', '아우디', 'bmw', '현대', '수입차', '리뷰', '시승기', '기아', '테슬라', 'AUDI', '제네시스', '중고차', '자동차시승기', '자동차리뷰', '전기차']",https://i.ytimg.com/vi/vhHS7Jt7frU/hqdefault.jpg
aiXt7-ktfNc,2,UCT29dZNPg6exiMyMrVLL0fg,미니 '큰' 전기차 타봄.. 313마력 사륜구동 JCW 컨트리맨,38746,978,144,2025-03-17T22:00:01Z,1007,"['장진택', '자동차', '영상', '미디어오토', 'mediaAUTO', '개그', '코미디', '진지', '엄숙', 'CAR', 'KOREA', '한국', '서울', '현대자동차', '기아자동차', '시승', '리뷰', '테스트', '시승기', '실험', '실험실', '띠리릭띠리릭', '음성변조', '편집', '기부', '사회공헌', '안전운전', '양보운전', '자동차문화', '유튜버', '기자', '저널', '저널리즘']",https://i.ytimg.com/vi/aiXt7-ktfNc/hqdefault.jpg
FFS8WVgAKjM,2,UCfuyo3_p2H-DOzH4w6F1e3Q,영상 올려서 돈 못 갚는다는 사기꾼 김민기!! 2편,55198,1586,474,2025-03-13T08:52:40Z,1306,"['중고차', '카사랑', '믿을만한중고차', '허위딜러', '중고차리뷰', '중고차파괴자', '안녕첫차', '세일카', '빡차', '싼마이카', '안녕마이카', '중카티비', '중카TV', '중고차의모든것', '썸카', '진영민중고차', '판매', '매입', '구매', '가성비', '가성비 중고차', '차나두', '매입사기', '매입딜러', '사기 예방', '참교육', '환불', '허위매물', '지입사기', '고소', '민원', '유언비어', '개인정보보호법', '개인정보침해', '메이플스토리', '큐브', '조작', '확률', '넥슨', '로아', '로스트아크', '이선균', '뉴스', '바로오토', '바로오토 차나두', '차나두 바로오토', '차나두 개그맨', '차나두 이동윤', '이동윤', '개그맨', '이세창', '유명 개그맨', '개콘 출신 딜러', '개그맨 출신 딜러', '바로오토 이동윤', '바로오토 개그맨', '피해자', '살해협박', '사기예방', '사기피해', '중고차사기', 'lostark', '메이플 큐브 논란', '전청조', '남현희', '환승연애3', '뉴진스', 'OMG', '민희진', '기자회견', '주주총회', '하이브', '하이브주가', 'BTS', '방탄소년단', '방탄', '아일릿', '르세라핌', '마그네틱', '주원통운 지입사기', '주원통운 지입후기', '주원통운 교육', '사기꾼참교육', '수출사기', '김새론', '김수현', '윤석열', '가세연']",https://i.ytimg.com/vi/FFS8WVgAKjM/hqdefault.jpg
lz0fB1Ok5p4,2,UCd5CdYxogKBwvv1xyuxhvZA,기아 EV4 가격 충격! 경기도서 3200만원...아반떼 하이브리드 저격?,263692,2782,583,2025-03-10T23:00:45Z,1797,"['김한용', 'mocar', '모카', '시승기', '자동차', '국산차', '수입차', '현대차']",https://i.ytimg.com/vi/lz0fB1Ok5p4/hqdefault.jpg
