videoID,categoryID,channelID,title,viewCount,likeCount,commentCount,uploadDate,duration,tags,thumbnailURL
fQYbPfaKu3U,2,UCfcgDLazgMa1L92Kl3r9ZAA,[리뷰] 2025 포르쉐 파나메라 터보 E-Hybrid  / 오토뷰 로드테스트,113293,1774,577,2025-03-08T08:00:40Z,1864,"['Car Reivew', 'Roadtest', '오토뷰', '김기태PD', '오토뷰 시승기', '김기태', 'Autoview', 'Car test', '0-100km/h', '100-0km/h', 'Automobile Test', '자동차 성능', '제로백']",https://i.ytimg.com/vi/fQYbPfaKu3U/hqdefault.jpg
YIJ5vi5B15w,2,UCT29dZNPg6exiMyMrVLL0fg,"기아PV5 실물 리뷰, 자가용, 승합차, 배달차,캠핑카,리무진...여러가지한다 // PBV, E-GMP-S, 스페인, EV데이",168217,2337,372,2025-02-27T09:00:31Z,573,"['장진택', '자동차', '영상', '미디어오토', 'mediaAUTO', '개그', '코미디', '진지', '엄숙', 'CAR', 'KOREA', '한국', '서울', '현대자동차', '기아자동차', '시승', '리뷰', '테스트', '시승기', '실험', '실험실', '띠리릭띠리릭', '음성변조', '편집', '기부', '사회공헌', '안전운전', '양보운전', '자동차문화', '유튜버', '기자', '저널', '저널리즘']",https://i.ytimg.com/vi/YIJ5vi5B15w/hqdefault.jpg
pwB5TksTzvg,2,UCNp5ek9ZoWjcxwoAGu7t4TA,폭탄 에스컬레이드가 멀쩡한 중고차로 둔갑할 뻔했습니다..,45115,805,79,2025-03-12T06:56:12Z,1686,"['정비유튜버', 'ZR1', 'ZL1', '카마로', '콜벳', 'ls3', 'ls7', 'l92', 'ls9', 'cadillac', 'corvette', 'chevrolet', 'mustang', 'GM', 'AFM', '하이캠']",https://i.ytimg.com/vi/pwB5TksTzvg/hqdefault.jpg
PDE-aKqyitY,2,UCknfGXdai7ZaDhs3Frhtb6A,국내 유일 1억짜리 쏘렌토 등장! 이돈이면...,72742,0,166,2025-02-26T11:03:10Z,1168,"['재뻘', '카푸어', '쏘렌토', '자동차 튜닝', 'sorento', '팰리세이드', '차튜닝', '쏘렌토 시승기', '미성년자 운전', '고등학생 운전면허', '쏘렌토 가격', '양카튜닝']",https://i.ytimg.com/vi/PDE-aKqyitY/hqdefault.jpg
i498cbb8a9M,2,UCd5CdYxogKBwvv1xyuxhvZA,르노5 시승기! 곧 한국 출시될 유럽 올해의 차!...작고 귀엽고 재미있네!,185327,2457,434,2025-03-07T23:00:42Z,2261,"['김한용', 'mocar', '모카', '시승기', '자동차', '국산차', '수입차', '현대차']",https://i.ytimg.com/vi/i498cbb8a9M/hqdefault.jpg
UQpCPk7gpGs,2,UCfM8fjn4GrEIXvdG4v7BpQw,임신 초음파에서는 이상 없음 – 그러나 아기가 태어나자 산부인과 전체가 충격!,34460,435,65,2025-03-18T14:08:41Z,3755,"['임신 초음파에서는 이상 없음 – 그러나 아기가 태어나자 산부인과 전체가 충격!', '임신 초음파', '기적', '놀라운 이야기', '산부인과', '아기']",https://i.ytimg.com/vi/UQpCPk7gpGs/hqdefault.jpg
_Dxm9JIMUGk,2,UCv-Aa6CTYGxSaHfl6YjED_Q,2025년 현시점! 가장 가성비 좋은 중고차,146696,2136,106,2025-03-18T08:02:15Z,789,"['중고차의모든것', '중고차파괴자', '중카TV', '카진성', '부싼카', '중모', '중벤져스', '중고차', '현대차', '기아차', '제네시스', 'BMW']",https://i.ytimg.com/vi/_Dxm9JIMUGk/hqdefault.jpg
xwn4KohJSOQ,2,UCVInBv7xkpjv5oPok-Xl3iA,"이만한 패밀리카 또 없습니다, 독일인이 리뷰하는 BMW X3 [BMW 한독 모터스 – 비엠독파원 Ep.1]",138173,0,203,2025-03-13T01:08:20Z,1419,"['비엠독파원', '플로리안', '플로리안 크라프', 'Florian Krapf', 'BMW X3', 'BMW X3 20', 'BMW X3 리뷰', 'BMW X3 시승', 'BMW X3 후기', 'BMW X3 풀체인지', 'BMW X3 신형', 'X3', 'X3 20', 'X3 풀체인지', 'BMW SUV', 'BMW SAV', 'SUV 추천', 'SAV 추천', 'SUV', 'SAV', 'BMW 추천', 'BMW X3 추천', 'BMW 한독 모터스', '한독 모터스', 'BMW 서초', '한독 모터스 서초 전시장', 'HANDOK MOTORS', '한독 모터스 전시장', 'BMW 한독', 'BMW 공식 딜러', 'BMW 서초 전시장', '수입차', '독일차', '독일인', '독일차 리뷰', '독일차 시승', '독일차 후기', '자동차 예능', 'BMW 리뷰', '자동차 리뷰']",https://i.ytimg.com/vi/xwn4KohJSOQ/hqdefault.jpg
IcYY3pi-4EY,2,UCH5U89kvHrVxxS80xpoOydw,24005회. 욕 엄청 먹었습니다. 이럴 때 제가 양보해야 하나요?,60812,839,1375,2025-03-12T07:00:16Z,362,"['한문철', '과실비율', '몇대몇', '사고', '교통사고', '영상', '블랙박스', '블박', '스스로닷컴', 'susulaw', 'car', 'traffic', 'accident', 'traffic accident', 'video', '블박차', '상대차', '과실문의', 'dashcam', 'blackbox', '승용차', '차사고', '과실']",https://i.ytimg.com/vi/IcYY3pi-4EY/hqdefault.jpg
dxiKnhPY2Os,2,UCgI1SufgE1UNDZK3iSsXbBw,도참시 블랙박스 :노빠꾸 딸.ㅂㅐ 최후.......   2025 최신블박영상,59739,2136,272,2025-03-13T03:00:37Z,514,"['블랙박스', '주간블랙박스', '교통사고몇대몇', '레전드', '최신업로드', '레전드TV', '맨인블박', '몇대몇블랙박스', '레전드블박', '블박영상모음', '블박모음', '인기급상승', '참교육']",https://i.ytimg.com/vi/dxiKnhPY2Os/hqdefault.jpg
m8EvK3RYWi4,2,UCOY3LbxXxCd8SykBvcVJlzg,"아우디, 각오하고 팩트로 후드려 깐 영상",52739,878,112,2025-03-15T12:01:12Z,1132,"['자동차', '닥터준 포르쉐', '닥터준 차', '닥터준 차도남', '차도남 닥터준', '차도남 차에 도킹한 남자', '차도남 도킹', '차에도킹한남자', '차에도킹한남자 닥터준', '차도남 자동차용품', '차도남 닥터준 거치대', '차도남 거치대', '차도남 닥터준 니트릴장갑', '차도남 니트릴장갑', '차도남 주유구', '차도남 맥세이프', '아우디 코리아 철수', '아우디 a7', '아우디 a7 리뷰', 'a7 55 tfsi', 'a7 시승기', '아우디 조명회사', '이담향 레전드', '차도남 이담향', '닥터준 이담향', '이담향 닥터준', '이담향 차도남', '차도남 아우디', '닥터준 아우디', '아우디 망함', '아우디 망한이유', '아우디 마일드 하이브리드', '아우디 a7 중고', '아우디 a7 배기음', '중고 아우디', '중고 외제차', '아우디 중고', '외제차 중고', '중고차 외제차', '아우디 as 불만', '아우디 할인', '아우디 a7 할인', '아우디 프로모션', '아우디 a7 튜닝', 'a7 할인', '이담향 가능', '차도남 가능']",https://i.ytimg.com/vi/m8EvK3RYWi4/hqdefault.jpg
rj0STf4ssl8,2,UC8dHEtYqXI2AVDK4UW8qabQ,XRP 이렇게 된다. (feat. 건강 잘 챙기세요),51423,4254,154,2025-03-12T20:00:36Z,870,"['비트코인', '이더리움', '리플', '도지코인', '에이다', '라이트코인', '이더리움클래식', '베이비도지코인', '암호화폐', '성공투자', '스테이킹', '넥소', '업비트', '이자농사', '재테크', '타임레버리지', '리플투자', '리플코인', '리플전망', 'btc', 'eth', 'xrp', 'ada', 'doge', 'ltc', 'etc', 'swift', 'swift2.0', 'iso20022', 'iso', 'ripple', 'bitcoin', 'staking', 'wealth', 'mindset', 'mind', 'positive', 'odl', 'BTC', 'ETH', 'XRP', 'ADA', 'DOGE', 'LTC', 'ETC', 'SWIFT', 'SWIFT2.0', '성투', 'nexo', '거래소', '송금', 'ISO20022', 'BIS', 'IMF', 'WB', 'ADB', 'FEDNOW', 'RTGS', '복리', '부자', '코인', '코인유튜브', '코인러', '코인투자', '크립토', 'Crypto', 'cryptocurrency', 'xrpl', 'web3', 'metaverse', '메타버스', '디지털', 'digital', '4차산업혁명', '투자', '투자컨설팅', '코인투자상담', '재테크상담', '부의반열', '독서', '희망', '긍정', '확언']",https://i.ytimg.com/vi/rj0STf4ssl8/hqdefault.jpg
jM49VJjl7ts,2,UC9Amgn24YSvlyzKWynKZh-w,어차피 잘팔리니깐 대충만든 한심한 하체 | 2025 현대 팰리세이드 2.5T 2WD 하체후리기,292500,6558,2101,2025-03-06T02:04:20Z,2794,"['노보스', '노사장', '노보스인더스트리', '노사장리뷰', '노보스리뷰', '자동차리뷰', '자동차', '차리뷰', '노가리', '노사장노가리', '현대자동차', '기아자동차', 'bmw', '벤츠', '아우디', '전기차', '엔진오일', '노보스개러지', '노보스글라쯔', '노보스엔진오일', '노사장엔진오일', '자동차정비소', '차량정비', '자동차정비', '패밀리카', 'SUV', '팰리세이드']",https://i.ytimg.com/vi/jM49VJjl7ts/hqdefault.jpg
m2hs9KVnTBY,2,UCfuyo3_p2H-DOzH4w6F1e3Q,사기와 도박으로 평생을 살아온 김민기 3편!!,33583,952,124,2025-03-18T07:01:02Z,974,"['중고차', '카사랑', '믿을만한중고차', '허위딜러', '중고차리뷰', '중고차파괴자', '안녕첫차', '세일카', '빡차', '싼마이카', '안녕마이카', '중카티비', '중카TV', '중고차의모든것', '썸카', '진영민중고차', '판매', '매입', '구매', '가성비', '가성비 중고차', '차나두', '매입사기', '매입딜러', '사기 예방', '참교육', '환불', '허위매물', '지입사기', '고소', '민원', '유언비어', '개인정보보호법', '개인정보침해', '메이플스토리', '큐브', '조작', '확률', '넥슨', '로아', '로스트아크', '이선균', '뉴스', '바로오토', '바로오토 차나두', '차나두 바로오토', '차나두 개그맨', '차나두 이동윤', '이동윤', '개그맨', '이세창', '유명 개그맨', '개콘 출신 딜러', '개그맨 출신 딜러', '바로오토 이동윤', '바로오토 개그맨', '피해자', '살해협박', '사기예방', '사기피해', '중고차사기', 'lostark', '메이플 큐브 논란', '전청조', '남현희', '환승연애3', '뉴진스', 'OMG', '민희진', '기자회견', '주주총회', '하이브', '하이브주가', 'BTS', '방탄소년단', '방탄', '아일릿', '르세라핌', '마그네틱', '주원통운 지입사기', '주원통운 지입후기', '주원통운 교육', '신상공개', '사기꾼참교육', '가세연', '김새론', '김수현', '유가족']",https://i.ytimg.com/vi/m2hs9KVnTBY/hqdefault.jpg
_boZzi3xDfE,2,UCknfGXdai7ZaDhs3Frhtb6A,20대 카푸어가 사고만 12번난 BMW 사면 벌어지는일 (320d),57597,608,270,2025-03-13T11:40:56Z,1116,"['재뻘TV', '카푸어', '3시리즈', 'bmw할인', '320d', '아반떼n', '3시리즈 시승기', '20대 수입차', '3시리즈 가격', '320d 연비', '사고차']",https://i.ytimg.com/vi/_boZzi3xDfE/hqdefault.jpg
PTMIsZOz5yQ,2,UCLHzfbJk4ZxoVo5AFZTSLSQ,270만원에 구매한 초소형 전기차 트위지 타고 두근두근 첫출근 +_+,224832,1680,359,2025-03-10T02:32:24Z,922,"['전동킥보드 사고', '전동킥보드 추천', '전동킥보드 타는법', '전동킥보드 면허', '전동킥보드 가성비', '전동킥보드 속도', '전동킥보드 대여', '전동킥보드 튜닝', '전동킥보드 만들기', '전동킥보드 모터', '전동킥보드 묘기', '전동킥보드 무면허', '전동킥보드 면허 면제', '전동킥보드 면허 따는법', '전동킥보드 모터 고장', '전동킥보드 beam', '전동킥보드 bms', '레이윙 어반 전동킥보드 b4', '전동킥보드 충전', '전동킥보드 추천 2020', '전동킥보드 최고속도', '전동킥보드 출퇴근', '전동킥보드 충전이 안되요', '전동킥보드 충전방법', '전동킥보드 출근', '전동킥보드 안장', '전동킥보드 오르막길', '전동킥보드 여행', '전동킥보드 인도', '전동킥보드 악세사리', '전동킥보드 언덕', '전동킥보드 유격', '전동킥보드 도로', '전동킥보드 도로주행', '전동킥보드 등교', '전동킥보드 리뷰', '전동킥보드 후기', 'Escooter', '배달용 스쿠터', '전동스쿠터', '가성비 전동스쿠터', '저렴함 스쿠터']",https://i.ytimg.com/vi/PTMIsZOz5yQ/hqdefault.jpg
RqcygKFeix4,2,UC6QJowhz8WHwkKr1KeN7FWg,"여보, 이게 우리집보다 비싼 차야",50275,1010,95,2025-03-12T12:31:17Z,611,"['신사용', 'ssy', '튜닝', '정비', '수리', '람보르기니', '테메라리오', '우라칸', '슈퍼카', '페라리', '296 gtb', '가야르도']",https://i.ytimg.com/vi/RqcygKFeix4/hqdefault.jpg
tp7ha7PT-Rs,2,UCChdwfg0T9qJd_vdGFMTiBg,"1,000만 명이 사용했다길래 저도 사용해봤습니다. 자동차 관리 비용이 확 줄어듭니다. (전차종 가능) [ 차업차득 ]",135979,2841,251,2025-03-13T11:45:08Z,283,"['자동차 관리', '차량 관리', '카센터', '정비소', '인포카', '자동차 상식', '차량 상식', '운전', '초보운전', '자동차 꿀팁', '차량 꿀팁', '자동차 고장']",https://i.ytimg.com/vi/tp7ha7PT-Rs/hqdefault.jpg
MVDa4m_WCvw,2,UCd5CdYxogKBwvv1xyuxhvZA,폴스타 4 한국 생산 준비 완료! 프리미엄이면 이 정도는 돼야 한다!,81203,1284,217,2025-03-11T23:00:30Z,2153,"['김한용', 'mocar', '모카', '시승기', '자동차', '국산차', '수입차', '현대차']",https://i.ytimg.com/vi/MVDa4m_WCvw/hqdefault.jpg
VljaCsjiOxU,2,UCeDAbMzbVTVoI9BuGd_PyDg,그 때 그 시절 국민차로 불리던 '기아 프라이드' 34년만에 풀체인지?🚘,151381,2424,266,2025-02-27T08:00:32Z,17104,"['불스원', '러브마이카', '자동차관리', '차량관리', '기아차', '프라이드', '자동차수리', '차량수리', '자동차복원', '차량복원', '기아프라이드', '올드카', '올드카수리', '올드카복원', '자동차튜닝', '셀프세차', '자동차엔진', '자동차엔진관리', '미션카파서블']",https://i.ytimg.com/vi/VljaCsjiOxU/hqdefault.jpg
mtYpx-QJM5Q,2,UC9hPTA58ni0U0LxpXZgDPCw,"역대 최대 3100만원 할인에 평생 엔진오일 교환까지,미국차의 대반격! 이러면 국산차보다 싼데...? 팰리세이드 보다 저렴해진 익스플로러, 그런데 주행성능은 더 좋다고?",63264,363,24,2025-03-13T10:15:03Z,779,"['수입차 할인', '포드 할인', '포드 프로모션', '수입차 프로모션', '팰리세이드', 'BMW 할인', 'BMW 프로모션', '익스플로러', '포드 익스플로러', '벤츠 할인', '벤츠 프로모션', '아우디 할인', '아우디 프로모션']",https://i.ytimg.com/vi/mtYpx-QJM5Q/hqdefault.jpg
FecELgIXFQg,2,UCydkm3xXUbFzpHGoeGmJiNA,"[EVENT] 가족을 위한 최적의 SUV전용 타이어! 안심하고 오래 즐기는 편안함, Dynapro HP3 출시!",77954,622,797,2025-03-06T06:16:09Z,253,"['한국타이어', '티스테이션', 'HankookTire', 'Tstation', '신상품출시', '신상품', 'Dynapro', 'Dynapro HP3', '다이나프로', '다이나프로 컴포트', 'SUV전용 타이어', '패밀리카 타이어', '타이어 추천', '타이어 구매', '타이어 할인', '타이어 맛집', '티저', '예고편', '벤투스', '아이온', '키너지', 'Ventus', 'iON', 'Kinergy', 'Dynapro HPX', 'Dynapro HL3', '베스트셀러', '베스트셀러 타이어', '인기 타이어', '테크노링', '한국타이어 테크노링', 'Technoring', '온로드 타이어', '오프로드 타이어', '정숙성', '승차감', '주행안정성', '올시즌', '사계절', '내구도', '안전운전', '안전주행', '칩컷', '타이어 청킹', '컴포트', '컴포트 타이어', '올마이티', 'all my T', '타이어교체', '타이어 전문가', 'SUV타이어추천', '패밀리카타이어추천', '티스테이션올마이티', 'SUV', '쏘렌토', '스포티지', '투싼', '셀토스', '토레스', '카니발', '팰리세이드', '폭스바겐', '자동차', '자가용 SUV', '올시즌 타이어', '사계절 타이어']",https://i.ytimg.com/vi/FecELgIXFQg/hqdefault.jpg
La69tiYSFXY,2,UCFUpTxU3nlGed-suY-FjjxA,"🚨'30,000km' 타고 엔진 깨지는 독 3사 수입차의 충격실태...환상이 깨졌습니다",203340,2213,544,2025-03-06T09:00:32Z,1003,"['우파푸른하늘', '한승훈', '자동차', '시승기', '국산차', '수입차', '자동차유튜버', '신차소개', '중고 수입차', '중고 수입차 가격', '중고 수입차 수리', '원모터스']",https://i.ytimg.com/vi/La69tiYSFXY/hqdefault.jpg
88iWhXozoQ0,2,UCv-Aa6CTYGxSaHfl6YjED_Q,현실적인 가성비 최고의 제네시스 (제네시스 모델별 비교시승),101155,1338,123,2025-03-12T07:30:02Z,731,"['중고차의모든것', '중고차파괴자', '중카TV', '카진성', '부싼카', '중모', '중벤져스', '중고차', '제네시스', '현대차', '현대자동차']",https://i.ytimg.com/vi/88iWhXozoQ0/hqdefault.jpg
ZTJM91anFUo,2,UCoqiH2Ce3qc8wr_t2GvIWvw,"엔진 고장으로 세 달 넘게 방치된 내차, 새차 만들기",149332,1436,373,2025-03-08T01:00:33Z,1400,[],https://i.ytimg.com/vi/ZTJM91anFUo/hqdefault.jpg
G9wrke3VqEk,2,UCH5U89kvHrVxxS80xpoOydw,"23995회. 우회전하다가 경찰 단속에 걸렸는데, 판사님 이게 맞는 단속인가요?",599471,4437,2523,2025-03-09T23:00:13Z,365,"['한문철', '과실비율', '몇대몇', '사고', '교통사고', '영상', '블랙박스', '블박', '스스로닷컴', 'susulaw', 'car', 'traffic', 'accident', 'traffic accident', 'video', '블박차', '상대차', '과실문의', 'dashcam', 'blackbox', '승용차', '차사고', '과실']",https://i.ytimg.com/vi/G9wrke3VqEk/hqdefault.jpg
ymLmNsvO6i8,2,UCd5CdYxogKBwvv1xyuxhvZA,"모카 이달의 차! EV4, PV5, 폴스타4, 아이오닉9 중에서?",51094,794,128,2025-03-13T05:12:38Z,466,"['김한용', 'mocar', '모카', '시승기', '자동차', '국산차', '수입차', '현대차']",https://i.ytimg.com/vi/ymLmNsvO6i8/hqdefault.jpg
QyGVwzcZYxc,2,UCrOl7IuctoHW0iW-Gozj4EQ,"""제네시스 안 사도 되겠는데?"" 9천만원짜리 포르쉐 출시!!! 진짜 GV80보다 싸다고?",83872,1065,181,2025-03-13T08:00:22Z,1283,"['포르쉐', '포르쉐마칸', '마칸EV', '마칸일렉트릭', '카이엔']",https://i.ytimg.com/vi/QyGVwzcZYxc/hqdefault.jpg
tHKaQ3F1-vY,2,UCoVxAzKfooSnQ-ESwFOzAlw,[안녕첫차] 허위딜러를 겁주는 손님이 나타났습니다,122503,2300,806,2025-03-12T08:00:48Z,630,[],https://i.ytimg.com/vi/tHKaQ3F1-vY/hqdefault.jpg
bSfyO27gTdM,2,UCFL1sCAksD6_7JIZwwHcwjQ,"[하이라이트] 하수도 배관 아래 주차했다가... 오물에 침수된 내 차, 그런데 보상 불가하다는 마트 측!? | 한블리 (한문철의 블랙박스 리뷰) | JTBC 250311 방송",47964,331,81,2025-03-15T07:20:01Z,1832,"['한문철', '블랙박스', '블랙박스리뷰', '이무진', '심으뜸', '이수근', '규현', '한보름', '수빈', '조나단', '한블리', '한문철의블랙박스리뷰', '블랙박스하이라이트', '한블리블랙박스', '한블리블박영상', '한블리블박하이라이트', '블박영상', '오물', '주차장', '타이어', '고속도로', '보상', '디테일링', '세차', '한블리119회', '한문철의블랙박스', '한문철의블랙박스리뷰119회', 'JTBC예능', 'JTBC화요예능', '한블리하이라이트', 'FULL영상']",https://i.ytimg.com/vi/bSfyO27gTdM/hqdefault.jpg
fbjsH88EN4k,2,UCZsbIiUVhDhHXFSjI6q-sDQ,차에 이 부품 넣으면 난리납니다 진짜...😨ㅠㅠ         #수입차수리#automobile#수입차부품,91921,2031,454,2025-03-13T09:00:06Z,657,"['장용석', '하남수입차', '남양주수입차', '오남수입차', '양주수입차', '구리수입차', '의정부수입차', '송파수입차', '수입차정비', '내차를부탁해', '카닥터모터스', 'BMW', '벤츠', '정비잘하는', '차량관리', '차고장수리', '기계는거짓말을하지않는다', '아우디', '경기도수입차', '수입차고장', '발전기고장', '오일교환주기', '자동차보험처리', '재규어', '디젤차관리', '비엠맛집', '수입차맛집', '용인 수입차', '패차', '폐차', '헤이딜러', '해이딜러', '비엠', '비앰', '뱀', '배앰']",https://i.ytimg.com/vi/fbjsH88EN4k/hqdefault.jpg
eYqZeaQN38M,2,UCPoiGCQyNhkuwNaa6M3GP_A,간만에 미친가격 체류형쉼터 나왔다 국내 없는 최저가 공법 건축공학 박사가 만듬 4평짜리도 있다 50년 보증 끝장남,150375,2065,144,2025-03-04T11:41:21Z,1461,"['전원주택', '주말별장', '2층소형주택', '땅분양', '토지임대', '체류형쉼터제작', '최저가체류형쉼터', '특허받은단열재', '4중유리']",https://i.ytimg.com/vi/eYqZeaQN38M/hqdefault.jpg
RZHhaMSv-jM,2,UCM9BpIEKSAFlWwsGNJ2nDFQ,자동차 수명 2배 UP되는 숨겨진 관리 꿀팁 3가지,101315,1790,54,2025-03-12T11:44:11Z,577,"['자동차 배터리 수명', '배터리 관리 방법', '타이어 교체 시기', '냉각수 엔진', '쎄게형', '자동차 꿀팁', '자동차 정보']",https://i.ytimg.com/vi/RZHhaMSv-jM/hqdefault.jpg
eeIVwS15eM8,2,UC6QJowhz8WHwkKr1KeN7FWg,"1억 바른 테슬라, 이건 일론 머스크도 인정해줘야 함",72900,1164,220,2025-03-14T10:00:49Z,1453,"['신사용', 'ssy', '튜닝', '정비', '벨로스터n', '수리', '테슬라', '모델3', '모델y', '하이랜드', '주니퍼']",https://i.ytimg.com/vi/eeIVwS15eM8/hqdefault.jpg
mIV9igZyc4E,2,UCLLOJHEBL_roK1XK7GGZLwg,"현대차 안살듯! 한번주유 1,600km 주행! 2천만원대 4륜구동 하이브리드! 아빠들 열광",30839,668,0,2025-03-18T12:30:11Z,689,"['채수만', '에스모티브', 'S모티브', '자동차리뷰', '차리뷰', '채작가', '에스모티브채작가', '에스모티브김피디', '토레스 EVX', 'KGMOBILITY', '신형suv', '쌍용자동차', '쌍용전기차', 'EVX', '토레스전기차', 'kg모빌리티', '킨텍스', '자동차', '모터쇼', '신차', '토레스', '전기자동차', '최초공개', '렉스턴', '렉스턴스포츠', '렉스턴스포츠칸', '토레스evx', '천안동남대리점', '더뉴티볼리', '아레나', '쿨맨', '토레스밴', '토레스픽업', '바이퓨얼', '토레스lpg', '렉스턴아레나', '써밋', '렉스턴써밋', '체어맨', '쌍용써밋', '더뉴토레스', 'TORRES', '액티언', '신형액티언', '쌍용액티언', '쌍용차', 'SANTAFE', '현대자동차', '현대싼타페', '쿠스토', '현대밴', '커스티', '신형쿠스토', '신형커스티', 'soueast', 'S07', '수이스트s07', '수이스트s09', '수이스트s06', '지커 믹스', '지리자동차', 'Zeekr', '카니발킬러', '미니밴', '전기미니밴', '지커올뉴009', 'allnew009', 'new009', '올뉴009', '지커009그랜드', '009그랜드', '제투어t2', '제투어', '체리자동차', 't2', 'Jetour', 'Jetourt2', '렉스턴후속', 'f100']",https://i.ytimg.com/vi/mIV9igZyc4E/hqdefault.jpg
o_IfclbBlQU,2,UC2bIYeGlydYyiaRMpuvx95w,"정비사들이 쉬쉬하는 120만원 예고된 수리비 폭탄, 카니발4세대 반드시 생기는 고질병이 몇가지, 이건 반드시 보증기간에 꼭 점검해야해요",110659,1009,197,2025-03-13T10:15:03Z,629,[],https://i.ytimg.com/vi/o_IfclbBlQU/hqdefault.jpg
xCL3PPsYn-g,2,UC28KIazhcYzHC4JvHRfMZjg,300~1500만원대 가성비 중고차 모음집,128930,1574,154,2025-03-09T05:12:00Z,813,"['중고차', '부싼카', '중고차파괴자']",https://i.ytimg.com/vi/xCL3PPsYn-g/hqdefault.jpg
l2qKujdmmlw,2,UCknfGXdai7ZaDhs3Frhtb6A,도박하다 패가망신...전재산 4천원 남은 20대 카푸어의 미래,66047,0,178,2025-03-11T11:57:12Z,1017,"['재뻘', '카푸어', '니로 하이브리드', '30대 카푸어', '통장압류', '투싼 하이브리드', 'suv 하이브리드 추천', '니로 연비', '가성비 중고차', '도박중독', '카푸어 현실']",https://i.ytimg.com/vi/l2qKujdmmlw/hqdefault.jpg
GFj1UOP69Ho,2,UCFUpTxU3nlGed-suY-FjjxA,"""이 차는 까는 사람이 없어요..."" 만족도 99% BMW X7 25년형 등장, B58 + ZF8단은 최고의 조합입니다",163518,1518,264,2025-03-11T23:00:24Z,1340,"['우파푸른하늘', '한승훈', '자동차', '시승기', '국산차', '수입차', '자동차유튜버', '신차소개']",https://i.ytimg.com/vi/GFj1UOP69Ho/hqdefault.jpg
Kz3UTS-wzUk,2,UCFUpTxU3nlGed-suY-FjjxA,"가격 차이 1,000만 원?! '7인승 카니발 VS 팰리세이드' 패밀리카 끝판왕 누구일까!",87129,715,192,2025-03-09T23:00:15Z,1063,"['우파푸른하늘', '한승훈', '자동차', '시승기', '국산차', '수입차', '자동차유튜버', '신차소개']",https://i.ytimg.com/vi/Kz3UTS-wzUk/hqdefault.jpg
bLopiWKh8aI,2,UCKR3cXHN4kCRbD9Eaa-ROpQ,대체상품 없음🔥 2억대에서 탈 수 있는 따끈따끈한 고성능 SUV [카이엔 GTS 페이스리프트 시승기],70719,858,148,2025-03-12T10:01:17Z,1252,"['터보832', 'turbo832', '오렌지커스텀', '슈퍼카', '스포츠카', 'bmw', '아우디', '포르쉐', '람보르기니', '페라리', '카이엔', '911', '파나메라', '포르쉐 추천', '포르쉐 구입', '카이엔 추천', '포르쉐 옵션', '카이엔 옵션', '카이엔 출고', '카이엔 시승기', 'X5m', '우루스', '레인지로버', 'P530', 'GLS', '벤츠', 'SUV', '카이엔 터보', '리뷰', '자동차 리뷰', '카이엔 리뷰', '카이엔 GTS', '카이엔 터보 GTS', '터보 GTS']",https://i.ytimg.com/vi/bLopiWKh8aI/hqdefault.jpg
cRwQ8Uhff-c,2,UC5b2_GAScxz4guty7rv4Ulg,이게 된다고? 신형 르노 그랑콜레오스 6개월 타봤더니.... 단점? 실 연비? 구매 가격? 옵션? 하이브리드 솔직 리뷰!,51729,1288,217,2025-03-18T09:00:31Z,1137,"['그랑콜레오스', '그랑콜레오스 하이브리드', '르노 그랑콜레오스']",https://i.ytimg.com/vi/cRwQ8Uhff-c/hqdefault.jpg
dPn4DRH6-pM,2,UC28KIazhcYzHC4JvHRfMZjg,쌉 가성비 중고차는 이런 차 입니다. 이 차 사세요.,98612,1303,144,2025-03-13T10:12:00Z,678,"['중고차', '부싼카', '중고차파괴자']",https://i.ytimg.com/vi/dPn4DRH6-pM/hqdefault.jpg
6l7cDLmMgLQ,2,UCFUpTxU3nlGed-suY-FjjxA,사실상 카니발 전기차! 기아 PV5 🚐 '내수형' 실물 공개합니다,116739,1624,287,2025-03-17T23:00:10Z,736,"['우파푸른하늘', '한승훈', '자동차', '시승기', '국산차', '수입차', '자동차유튜버', '신차소개']",https://i.ytimg.com/vi/6l7cDLmMgLQ/hqdefault.jpg
nuxWH4nxsY8,2,UC9Amgn24YSvlyzKWynKZh-w,[EP.91]2톤이 넘는 6기통 가솔린 SUV 연비실화? 엄청난 기술력을 자랑하는 마일드 하이브리드,55072,985,89,2025-03-15T03:55:11Z,581,"['노보스', '노사장', '노보스인더스트리', '노사장리뷰', '노보스리뷰', '자동차리뷰', '자동차', '차리뷰', '노가리', '노사장노가리', '현대자동차', '기아자동차', 'bmw', '벤츠', '아우디', '전기차', '엔진오일', '노보스개러지', '노보스글라쯔', '노보스엔진오일', '노사장엔진오일', '자동차정비소', '차량정비', '자동차정비']",https://i.ytimg.com/vi/nuxWH4nxsY8/hqdefault.jpg
