channelID,channelTitle,subscriberCount,totalViews,videosCount
UCZCH_GHFMsFO2hso59kwXHQ,JTV ON,231000,103475508,19495
UChlgI3UHCOnwUGzWzbJ3H5w, YTN,4910000,15965911079,844566
UCl_YDj8DFZSqESwDmmsHrqw,어준이뉴스,55200,40521769,834
UC2kfCD9MO14zLm8eBvKMQ6A,국뽕차,53900,30636300,64
UCv2Gz9h1_IAdP8sz6CKhcJw,뉴스퍼즐,46100,20362204,647
UCafdaMoUgftag08nDFd6X1A,강호의발바닥TV,429000,238086820,1120
UCfq4V1DAuaojnr2ryvWNysw,채널A News,3020000,5320415322,124306
UCYUGo6ZfQZCTMrK9rMDijNQ,뉴스토마토,773000,336383179,37138
UCVcLszfUBN9rTmc0A0uDRSQ,KBC 뉴스,367000,314315057,20675
UCTTmtS2ljy1vyl_s-d_LEHQ,MBC 라디오 시사,1620000,1644419592,24263
UCTHCOPwqNfZ0uiKOvFyhGwg,연합뉴스TV,1860000,2893857175,588101
UCOqCunaF9qVN8bXwsK0HT3g,펜앤드마이크TV,1690000,513261715,3475
UC_JJ_NhRqPKcIOj5Ko3W_3w,오선의 미국 증시 라이브,542000,80530502,636
UC8SZ88GQa9XWwZxLNibO3ug,배승희 변호사,1560000,194318523,1546
UCnCoNakaNMyF65wxJGZpLvg,공감썰,47900,38859854,256
UCG9aFJTZ-lMCHAiO1KJsirg,MBN News,2370000,2976309649,212802
UClAfLVQYZSLrMAQQ_SXPVZw,오마이TV,2360000,2655860013,51303
UCeFUGS2VCOb6DO3BiUgvwNA,뉴스타파 Newstapa,1580000,533655166,5144
UCaVuYo_tiiNzTSmlnM-A2kQ,시사IN(시사인),568000,137607969,2778
UCkinYTS9IHqOEwR1Sze2JTw,SBS 뉴스,4750000,13870105578,274724
UCRofX42ugIM1JKnCjfXm9LA,채널A 김진의 돌직구쇼,832000,474111630,18263
UCu0b6ODtYia0snp9JE4UUDw,세상만사,419000,510858056,1295
UCMYhq9OyGI5UEz_NTAoHY7A,[팟빵] 매불쇼,2340000,1426245493,2657
UC-hc6yLEjk5C5gMTJKFGlPw,정치 읽어주는 여자,453000,443751077,1516
UCIIpmDPVk7nzNHEUSHmvkUg,채널A 뉴스TOP10,1340000,1448969934,28278
UCn8WFi6pE4cJZP8MiUNGFxg,KTV NEWS,122000,39490356,17526
UCHBvfByzuzamrZiL398jopQ,뉴스1TV,833000,875071843,12995
UCREjdu30qQ0Mfrbz9t-gt9A,TBC뉴스,91300,47946582,8573
UCQabORQKQRHP-iUqe-xIFvg,스브스뉴스 SUBUSUNEWS,1180000,1687404715,6232
UC4y2Jx26qCb7CrSt_i5bf1A,열린공감TV,1030000,242689391,2016
UCoi_zlMq24LQ8jTukKXuaeg,실버 에디션 Silver Edition,56200,17064804,1370
UC4Aa3OPkMenwTANpf0oWVRQ,CBS 김현정의 뉴스쇼,1540000,1152480736,18082
UCcQTRi69dsVYHN3exePtZ1A,KBS News,3220000,8583167293,362123
UCOOEM6HSv1elhSe8r4hLxeg,띨띨이 당,31600,17769264,685
UC1ifSsWUG241rRfK0ezYCgA,KNN NEWS,822000,2035859367,98459
UCq7af5lj-gUy1qeN9DlNI9g,뉴스핌TV,248000,58170478,12173
UCgeOlLcX6PReHdWImEnUVTg,스픽스,1320000,1091038786,18029
UCTeEnzHDhsZg5JlU_Pu49yA,멍뭉치,67600,83622133,392
UCprAWqDCXiZWdr4wquBnV3A,해라언니(hera_unni),43400,20385503,291
UCWy5ZJoLkHZswfPCbsUGwCw,닛몰캐쉬,488000,496047361,540
UCAHn4We67Rz6OpvUaXd_zTw,폭싹 삭았수다,10200,2786322,19
UC3QsCXXj8b3uu9Elki3TE3A,존이냐박이냐,319000,55212421,124
UCcDw7g8A5y40i3N9rFznM4A,Azom Bro10,43900,25572016,90
UCNYE6N9YZmsUyReBLzE9x9Q,이상한 과자가게  weird sweets shop,1340000,2994689562,1062
UCpE5SNlejhFbiYs_Cw3iFcg,1분개츄,68800,5134043,19
UC94h7g4jTw_Lb64aDECGBpw,럭키보이,577000,682714837,512
UCymq7EadSjPqkKkwkSSWSfw,de elisa,89400,33874149,60
UCAGqohta3jr5n66qdyEaDjA,쇼라링 showraring,91400,12943277,146
UCEUSANZNPXY1JsBoqhQIgxQ,독고독채널,614000,666371321,522
UCv_sFVU1HpziR6F-Jw_ZR3Q,정보부자 ,54100,35976398,416
UCEc4c4tz8HnW7N_LktwZE5w,세상에서 가장 가치있는 1분,214000,397232343,1034
UClrOEuBPOU5Gg60dJ_49M-g,푸디젠 Foodie Jen,353000,106799468,135
UCskfAONPi8_Jl6HWdSyz03g,지식창,189000,593508099,167
UCckPFEWk26ZhM26hnzEcm7g,공간 탐닉 Space Tamnik,91700,47020411,194
UCbANtnwwesH7ACedhECj00w,재공품,20100,29015723,43
UCNsdklXSx_VeLmnsUGPS-7w,뉴지식,131000,54546963,380
UCURnLWTrLZVv_KiVaeZakog,Jiwon 지원,363000,465357189,986
UC-T8S0Vs2lvVXSkQv2qUStw,1분요리왕 통키,329000,187853908,700
UCssBmrrBmfRkCLh1s_q6Dpw,지식99%,106000,42387371,384
UC16dMxoPddwLuWTr8HLgdzA,Pseudopilot,56200,29281694,287
UCYDyvqaGX6WxH77N04sj6mg,리쥬라이크 LIJULIKE,894000,574384787,514
UCC08gcNmPTgAafZLc1s8ixw,쇼숏,185000,224943492,647
UCFCtZJTuJhE18k8IXwmXTYQ,EBSDocumentary (EBS 다큐),4810000,5729314961,54320
UCkkWd02T76Zi5UcKRX0x3Bg,도장TV,652000,167182404,177
UCFzjsxlOqoJ-U5QJmGBlJ_g,김동희 세계관,424000,634905397,608
UCMJk6DikArkng5tS9G7fu_w,루이수에,1480000,910131969,82
UCs4oAFxhxxVhtW-_ApKtkLQ,하뉴,678000,622847267,286
UCK2YrOMgAbsAraGrWyyAvdw,헬마드 (헬스 건강 정보),313000,313554319,632
UCFVhfl8WEmLEuggkJzgQxIw,얌혜민,117000,48061287,81
UCniBqAPwwWIQLbYo4uK2RWg,토깽이네,1170000,1800792071,2402
UCxWjAGpAIc8tLIj8NIFNKkg,인천맛집 서울맛집 경기맛집,92000,174327682,592
UCN8KgL5XZ6ZsA5WGSdfJCkQ,빵별사,102000,24129800,73
UC1RFbOomJAyToadzv51HDYQ,썰왕,18600,10053852,78
UC46BbEkxhjIHUj6EJ_waw-g,띠미 ddimmi,1180000,791237449,1270
UC_IKIoeQoqOxqlKqg7ccVew,요서비 Yoseobii,291000,138981478,111
UCTrfqg_jf37pVetVuLBjZ0g,제로크림,503000,521223398,389
UCBlrDQmlXSUbt2dmwvuC54A,츄릅,162000,105289538,476
UCLqX6D0cDWGqMWToI4MZGDQ,원룸만들기,590000,397583706,818
UCm4q2-Z8HZkbi8YNSeTGz7A,Robot Work 4.0,164000,70281274,284
UCdRrS2QfGC2X1GPgCXZ4LDQ,호호리뷰,11500,8206792,261
UCI-jZERBWRX_fwOtFiLKhrA,니들이유머를알아?,79000,165846621,546
UC2xkO7XCiStWfR3fKbzkbqw,1분미만,2440000,1126183250,664
UCuBfgru2Gk0zbUZBTjrs2Dg,숏떡숏떡,49000,71520337,195
UCN5oT4zGJX-_H6pE5isAEeg,군림보,1440000,3027103280,5969
UC3W-3KDBTFAkJ7n4tLtAJaQ,태사기,19200,56128587,46
UCB9a8WTj8xN-Kg9t0x9Zr-g,살림연구소 오클,185000,111394471,548
UC1sltGDBxbZyiZySoUBu22A,낮에,367000,182195395,141
UCjbX3qRbYoMr3L2rqKSoT2Q,들썰들썰,23500,36564778,105
UCSSoNGE_wWB1nqbwJZ2DiMw,호영,210000,20057323,28
UCCDln2DxCvHo1ABZxsghc9w,홀로나나 NANA,200000,202024783,512
UCCAnXz6JLARzAGtP5UaTCbw,그래서 누군데?,98300,466410813,887
UCxd4gUYuA0MLHftlwdlqi_A,무쓸모,172000,286803587,571
UC5go3M18NfuBdTz2OI8UnFw,짤감자,179000,604759263,444
UCB-GdzqBv4GpQCuegU-WcHw,통화갤러리,10400,13099021,93
UCmZwiqmqnqDO1o7YbNFQOpQ,훗숏,26200,168092796,289
UCUv49wilbcQFSfLZggowcrg,"스폰지, 스마트한 핸드폰 지식채널",14100,9647098,148
UC6Qi6gcKP9VOHrIcFLtISmQ,뭐랭하맨,335000,448988520,737
UC2qAn3aWRcrr2ocjv917VOQ,ROX 록스,567000,268886543,968
UCSPE9JtB4BoNc5mXFEEnAEA,흐헹,139000,181624298,1288
UCPjUYZZ5cpqyOCGYpXJ9cAA,감동TV,123000,236652395,286
UC2PT1efaWwc_d4tKo8PXTYw,꽃피는 말년,45200,21020881,126
UCtXUm3ABtdm_oK2LZ-Xcnhw,민티저,224000,40531455,267
UChWRwAm06NNd5hROpKpvtSg,백화점,28300,3214309,25
UCeRd-DxiPTYI_1poVOIIfwg,Renan Carneiro,506000,266785412,218
UCdUcjkyZtf-1WJyPPiETF1g,ITSub잇섭,2660000,1244132216,1351
UC_0oo0GPlDUU88ubLDnJkSQ,UNDERkg,792000,530689457,2775
UCFX6adXoyQKxft933NB3rmA,테크몽 Techmong,868000,184096784,642
UCWELVAfgzwhHVkQGdlcuIwg,티노,225000,234025554,1282
UCwu7EZ6WFgVvq8GafWH-2rA,ModernToRetro,20300,11234711,198
UC9MqlzNSrAqRidfDk8wtj8g,Tuan CT,2040000,1681634216,521
UCiTGSmGgJtKTcjEvDk_zRhw,귀곰,993000,184840918,300
UCErldB7f72OcuQZygMWmGaA,키키와,137000,103705031,314
UCMYJw-gH6-_LNQzhqfYgDbg,뻘짓연구소,458000,180353970,683
UCNLSz7up0jz7UrcIDFchIow,Polonez Garage ,22800,12578960,351
UCS4Fo217cSqGNTgOhi1IVIA,지식공장장의 지식공장,42600,5273104,140
UCJiv3w22pf4Cgpwxo70MbhQ,눈쟁이,800000,416462403,2657
UCY9-fwRmV8XFqbY-npsHB3A,오너스 OWNOS,182000,38271218,270
UCSPMRoAphbObUYeDaX367Fg,에스오디 SOD,746000,216964160,1182
UCJDEss5wA1ddrCBC40giO8A,형독방송,725000,947313486,3164
UChevSvAw-DEATKQz49uYyJw,홀로운동-운동 혼자하지말고 같이하자,136000,202880650,668
UCeLDOIysrYk7uBH6llaZDiQ,주군 Joogoon,35300,49040483,866
UCoxT1kQSLq564FwpK473w-g,크랩 KLAB,696000,739698391,2895
UCJKZoVf3RIMfFffjdseqdEg,디에디트 THE EDIT,524000,186075937,1078
UCh6nQQ4yDFv_JgENXKCJk-Q,Bass Super Test,940000,939466187,648
UCljfTkPD_A3HD22TqG32WFw,3D Animation Blender,228000,161603315,189
UCp94pzrtA5wPyZazbDq0CXA,긱블 Geekble,1200000,692805919,901
UCeN2YeJcBCRJoXgzF_OU3qw,안될공학 - IT 테크 신기술,347000,46473471,733
